Date, Open, High, Low, Close
30/09/2020,10743,10860,10664,10715
26/10/2020,13057,13243,12797,13019
20/11/2020,18055,18823,17727,18651
12/08/2023,29360,29471,29354,29403
23/01/2021,33555,33669,31441,32219
22/11/2024,98326,99768,97229,99291
26/11/2023,37817,37830,37178,37595
26/01/2025,104950,105428,104448,104923
07/08/2024,56803,57704,54694,54747
15/04/2015,218,223,217,220
29/11/2016,732,734,729,732
28/11/2016,732,735,727,732
27/11/2016,734,736,726,732
10/11/2018,6341,6374,6312,6364
15/07/2018,6266,6387,6213,6364
25/11/2020,19070,19502,18650,18908
10/02/2015,221,222,215,221
27/04/2015,218,224,218,221
09/02/2015,224,225,216,221
22/04/2017,1243,1249,1215,1245
23/04/2017,1245,1250,1233,1245
03/05/2017,1441,1507,1434,1501
17/12/2018,3221,3583,3183,3549
24/08/2018,6419,6637,6411,6621
11/01/2020,8072,8250,7989,8157
05/09/2020,10588,10635,9856,9949
20/02/2018,11213,11741,11015,11741
21/12/2017,16740,17285,15056,15325
21/10/2023,29578,30313,29484,30173
17/01/2021,36707,36728,33865,36061
05/01/2024,44180,44781,42708,43997
13/09/2021,45911,46844,43481,44765
01/03/2021,44971,49514,44913,48605
27/10/2021,61987,62288,58152,59101
15/07/2024,59938,63868,59912,63453
12/02/2015,219,222,217,222
07/06/2015,225,226,222,222
01/06/2015,231,231,221,222
20/06/2016,761,769,726,734
26/11/2016,736,740,722,734
24/09/2018,6686,6717,6566,6622
29/12/2019,7326,7522,7282,7390
28/09/2019,8008,8287,7993,8158
01/11/2019,9245,9293,9061,9182
20/12/2022,16595,17046,16288,16862
09/10/2023,27907,27996,27297,27614
26/12/2024,99073,99872,95104,95454
03/07/2024,61804,62191,59614,59614
18/04/2015,224,224,220,223
25/08/2015,217,225,198,223
19/04/2015,223,227,222,223
27/01/2019,3556,3565,3475,3551
18/07/2018,7308,7581,7270,7391
06/10/2019,8085,8196,7789,7903
08/07/2020,9236,9473,9207,9439
09/12/2017,15171,16494,13338,14815
01/11/2022,20371,20677,20339,20447
02/02/2022,38587,38899,37091,37599
13/03/2022,39135,39300,38413,38879
25/02/2022,38404,39690,37800,39135
12/03/2022,38360,39386,38357,39135
05/11/2021,61256,62613,60811,61151
06/02/2015,218,226,215,224
20/04/2015,223,227,221,224
17/04/2015,229,230,220,224
08/02/2015,228,230,220,224
25/11/2016,736,738,729,736
24/11/2016,742,744,728,736
12/04/2020,6810,7197,6775,7136
03/10/2019,8266,8412,8087,8160
08/06/2020,9785,9809,9648,9696
18/05/2020,9771,9948,9462,9696
12/09/2020,10328,10478,10280,10464
23/11/2020,18577,18778,18005,18400
06/02/2023,22889,23147,22645,23008
25/09/2023,26455,26520,26005,26336
05/11/2023,34758,35327,34742,35040
22/01/2022,38414,38430,34065,35296
27/04/2022,38282,39447,37730,38880
31/03/2021,59081,59795,56888,58592
06/06/2015,225,226,224,225
05/06/2015,225,226,223,225
02/06/2015,222,226,220,225
04/06/2015,227,227,224,225
28/04/2015,221,232,220,225
13/04/2015,236,237,223,225
21/11/2016,727,739,725,737
10/02/2017,974,994,954,993
15/03/2017,1250,1259,1240,1249
07/07/2017,2600,2609,2491,2529
25/01/2019,3569,3577,3513,3553
14/04/2019,5079,5108,5018,5089
18/03/2020,5394,5557,5028,5345
18/08/2018,6501,6611,6312,6369
25/03/2020,6719,6978,6485,6625
25/07/2018,8259,8474,8052,8161
16/08/2019,10099,10537,9749,10465
04/11/2020,13741,14265,13544,14049
12/12/2022,17105,17145,16883,17121
12/06/2023,26046,26202,25649,25825
01/10/2023,27031,27281,26959,27105
28/09/2023,26241,27287,26208,27105
15/08/2023,29324,29444,29074,29153
29/09/2021,41573,42578,40782,41185
20/01/2022,41631,43494,41631,42721
15/08/2024,58912,59834,56753,57057
01/05/2021,57039,58526,56486,57825
21/04/2015,224,226,223,226
29/04/2015,225,227,223,226
01/02/2015,227,230,211,226
22/08/2015,233,235,223,226
14/03/2017,1239,1258,1226,1250
14/11/2017,6432,6747,6423,6626
17/05/2019,7837,7951,6653,7138
13/05/2019,7020,7965,6872,7906
28/03/2018,7892,8091,7731,7906
12/03/2018,9646,9888,8869,8930
23/05/2020,9173,9310,9094,9186
22/02/2020,9717,9723,9576,9698
04/08/2020,11421,11425,11034,11234
10/02/2023,22000,22003,21550,21730
24/12/2020,23494,23543,22643,23522
04/05/2023,28343,29367,28307,28898
25/05/2021,39632,39925,36502,37346
03/06/2015,225,227,222,227
27/08/2015,228,229,224,227
03/09/2015,229,230,227,227
30/08/2015,228,233,225,227
02/02/2015,226,233,222,227
31/01/2015,231,234,224,227
31/05/2024,68635,68990,66628,67555
12/03/2024,72021,72960,68826,71395
26/09/2020,10726,10827,10659,10723
24/08/2020,11684,11824,11598,11747
11/05/2023,27710,27986,26750,26851
29/01/2022,37777,38662,37354,38371
19/12/2023,41941,43409,41815,42211
09/01/2022,40966,42787,40947,42467
01/02/2024,42519,43251,41872,42979
10/06/2015,230,230,227,228
26/08/2015,223,231,220,228
07/02/2015,224,231,221,228
04/02/2015,228,231,220,228
21/09/2015,231,232,226,228
16/09/2015,230,232,227,228
01/09/2015,232,232,226,228
23/08/2015,226,233,226,228
25/04/2015,232,233,226,228
29/08/2015,234,235,228,228
03/02/2015,227,247,226,228
16/11/2016,715,744,710,740
26/01/2019,3553,3655,3541,3556
11/10/2017,4865,4880,4708,4836
29/06/2022,20236,20420,19841,20196
03/06/2023,27247,27331,27050,27108
29/12/2024,94907,95516,93209,93668
27/07/2023,29401,29674,29086,29156
28/05/2021,38838,39179,35153,35812
08/06/2015,222,229,222,229
11/06/2015,228,230,228,229
16/04/2015,220,230,220,229
02/09/2015,228,231,226,229
12/02/2017,1010,1014,995,997
03/09/2017,4620,4739,4452,4581
14/06/2019,8243,8464,8183,8421
13/09/2019,10312,10460,10195,10213
25/09/2022,19112,19166,18817,18917
05/07/2023,30707,30872,30200,30437
06/07/2021,34139,35096,33560,34021
24/11/2023,37289,38416,37230,37861
06/08/2024,53462,57053,53462,56805
07/11/2021,61218,62807,61169,62693
12/06/2015,229,231,229,230
09/06/2015,229,231,228,230
15/09/2015,232,233,230,230
13/09/2015,235,237,229,230
23/11/2016,750,750,731,742
13/02/2017,998,1007,977,998
17/05/2024,65168,67459,65068,67046
14/05/2017,1733,1821,1733,1766
03/08/2017,2705,2796,2652,2790
30/12/2018,3856,3939,3692,3814
10/05/2019,6062,6426,6051,6374
10/07/2018,6709,6809,6320,6374
07/02/2018,7515,8637,7226,8166
24/04/2018,8850,9448,8842,9446
25/09/2020,10654,10789,10561,10726
16/09/2020,10783,11097,10669,10982
31/12/2024,94201,96098,91797,93414
06/05/2023,29589,29849,28445,28902
23/01/2022,35297,36142,34631,35302
04/09/2015,227,231,227,231
13/06/2015,230,231,229,231
23/09/2015,231,232,229,231
22/09/2015,228,232,225,231
20/09/2015,231,232,231,231
31/05/2015,231,233,230,231
19/09/2015,234,234,231,231
30/05/2015,237,237,231,231
30/01/2015,237,244,225,231
30/11/2016,732,744,730,743
17/11/2016,740,756,737,743
27/06/2020,9160,9204,8835,8935
31/10/2020,13550,14080,13433,13799
27/07/2022,20924,23100,20828,22759
20/02/2023,24519,25107,23862,24807
25/04/2023,27381,27761,27206,27623
02/01/2021,29300,33278,29050,30695
31/08/2015,227,232,225,232
14/09/2015,230,233,228,232
24/04/2015,235,237,229,232
22/01/2015,219,240,218,232
18/11/2016,743,753,733,744
24/04/2017,1245,1257,1243,1256
29/08/2017,4338,4641,4334,4584
08/10/2017,4337,4584,4331,4584
30/03/2020,5903,6450,5858,6376
02/08/2019,10289,10665,10289,10472
02/09/2023,25622,25974,25560,25832
22/05/2023,26912,27090,26552,26856
26/01/2022,36887,38921,36456,37096
21/03/2022,41399,41680,40533,41192
08/04/2022,43396,43962,42440,42728
15/02/2015,254,268,228,233
23/01/2015,232,234,224,233
17/09/2015,228,235,228,233
21/08/2015,236,236,232,233
19/05/2015,236,236,231,233
19/08/2015,252,252,216,233
01/01/2017,961,1003,961,1001
04/05/2019,5674,5820,5524,5609
21/04/2020,6775,6950,6761,6889
31/12/2019,7247,7296,7116,7145
23/12/2019,7420,7686,7369,7401
07/01/2020,7547,8179,7547,8169
25/05/2020,9018,9083,8644,8937
18/11/2022,16684,16975,16537,16617
21/11/2020,18651,18978,18367,18665
04/03/2023,22303,22404,22161,22249
14/08/2022,24410,25029,24168,24297
08/01/2025,96466,97248,92568,93929
04/06/2021,38590,39260,35607,36841
22/05/2021,36121,38842,33546,37353
07/12/2023,43803,44039,42879,43241
27/09/2015,235,235,233,234
18/09/2015,233,235,232,234
14/06/2015,231,235,231,234
20/05/2015,233,235,231,234
28/08/2015,227,236,220,234
01/05/2015,237,240,233,234
02/02/2017,975,1004,974,1002
09/07/2017,2544,2563,2527,2538
25/08/2017,4229,4450,4215,4330
08/10/2018,6535,6657,6529,6634
19/04/2020,7224,7300,7069,7146
08/10/2019,8233,8342,8154,8170
27/01/2018,10966,11597,10779,11498
19/11/2022,16614,16699,16546,16618
27/12/2023,42154,43562,42123,43498
13/01/2015,269,271,226,235
26/09/2015,236,236,233,235
06/05/2015,235,236,233,235
02/05/2015,234,236,231,235
05/09/2015,231,237,230,235
23/04/2015,237,238,233,235
05/05/2015,238,239,231,235
12/09/2015,240,241,235,235
18/02/2015,240,245,232,235
22/02/2015,244,247,233,235
17/10/2024,67743,67939,66651,66795
26/05/2017,2409,2613,2054,2283
15/08/2018,6089,6617,6063,6379
12/06/2019,7898,8270,7827,8171
02/06/2019,8536,8830,8532,8683
20/01/2018,11408,12999,11260,12779
23/01/2023,22453,23159,22326,23019
04/10/2023,27269,27825,27194,27627
19/04/2022,40687,41746,40600,41451
31/08/2024,58721,59434,58713,58859
30/06/2024,60955,61991,60623,61931
29/04/2024,63736,63736,61814,62955
21/09/2024,62830,63407,62723,63211
24/09/2015,231,236,230,236
21/05/2015,234,236,233,236
20/08/2015,233,237,222,236
18/05/2015,237,237,234,236
25/09/2015,236,238,233,236
16/05/2015,238,238,235,236
12/04/2015,236,238,233,236
11/04/2015,236,240,233,236
10/04/2015,243,244,232,236
12/06/2017,2942,2985,2480,2540
26/04/2020,7553,7709,7498,7660
22/10/2019,8202,8306,8167,8172
06/12/2020,19060,19343,18880,19180
07/10/2023,27973,28226,27874,27884
01/04/2023,28472,28801,28273,28396
21/05/2022,29269,29606,28930,29420
20/04/2022,41451,42200,40926,41196
09/02/2022,44292,44833,43187,44780
14/08/2021,46480,48153,46043,47084
02/04/2021,58921,60049,58498,58860
14/11/2021,64381,65312,63633,64236
26/09/2024,63155,65811,62671,64748
29/05/2015,237,237,235,237
30/04/2015,226,237,224,237
30/09/2015,238,238,235,237
15/06/2015,234,238,233,237
28/05/2015,237,238,236,237
17/05/2015,236,238,234,237
26/02/2015,238,238,234,237
27/05/2015,238,239,236,237
22/04/2015,226,239,226,237
29/01/2015,238,239,221,237
07/05/2015,235,240,228,237
25/05/2015,241,241,236,237
16/02/2015,233,241,229,237
14/05/2015,244,244,235,237
14/02/2019,3568,3589,3537,3565
30/03/2019,4079,4129,4044,4077
02/06/2018,7437,7683,7405,7661
16/12/2022,17419,17520,16762,16877
30/11/2020,18214,19851,18093,19437
30/08/2022,20093,20562,19555,19949
22/04/2023,27281,27775,27153,27629
09/05/2022,34586,34608,30333,30957
28/01/2015,261,268,231,238
26/05/2015,237,238,235,238
02/10/2015,239,239,237,238
15/05/2015,237,239,232,238
25/02/2015,239,240,235,238
23/02/2015,235,240,232,238
29/09/2015,239,241,237,238
13/02/2015,222,242,221,238
04/05/2015,242,243,237,238
22/11/2016,737,751,734,750
19/11/2016,744,755,740,750
14/02/2017,998,1018,990,1006
10/05/2017,1747,1792,1671,1774
15/02/2019,3565,3615,3548,3566
09/09/2018,6177,6443,6117,6382
19/12/2019,7124,7440,7048,7150
15/10/2019,8336,8410,8099,8174
30/11/2017,9661,10801,9000,9454
05/10/2020,10679,10774,10629,10734
20/08/2019,10698,10951,10570,10734
30/10/2020,13508,13665,13135,13550
17/08/2022,23938,24426,23250,23278
12/01/2021,33343,36601,32530,34286
30/03/2022,47724,47735,46605,47086
01/10/2015,237,239,236,239
04/10/2015,239,240,239,239
03/10/2015,238,240,238,239
28/09/2015,234,240,233,239
24/02/2015,238,240,236,239
10/09/2015,240,241,236,239
23/05/2015,240,241,239,239
15/01/2019,3672,3684,3546,3567
29/03/2019,4010,4100,4008,4079
29/10/2017,5783,6127,5695,6127
26/03/2018,8617,8649,7868,7919
17/05/2018,8255,8479,8119,8175
24/06/2022,20888,21420,20662,21231
24/01/2023,23020,23158,22737,23023
22/02/2023,24467,24531,23596,23791
16/02/2023,24148,25243,24032,24559
21/08/2023,26135,26274,25831,26095
21/09/2023,26938,27234,26379,26607
13/05/2023,26475,27047,26376,26863
17/05/2023,26941,27426,26580,27375
19/05/2022,29252,30500,28615,29935
27/01/2022,37051,37197,35550,35567
18/04/2022,40386,40979,38578,40687
17/12/2024,105877,108309,105520,106735
05/10/2015,239,240,237,240
11/09/2015,239,241,239,240
22/05/2015,236,241,235,240
07/09/2015,240,242,239,240
19/02/2015,235,243,232,240
06/09/2015,235,244,234,240
09/09/2015,244,245,238,240
17/02/2015,237,246,232,240
05/05/2017,1534,1614,1454,1520
16/05/2017,1716,1779,1707,1776
08/07/2017,2529,2549,2471,2544
13/02/2019,3606,3627,3562,3568
26/08/2017,4330,4372,4253,4336
22/10/2017,6027,6114,5738,5872
19/10/2018,6396,6410,6359,6384
19/08/2018,6369,6465,6319,6384
28/05/2020,9155,9533,9061,9456
08/05/2020,9879,10071,9735,9968
27/09/2020,10723,10802,10602,10736
08/11/2024,76613,77276,75554,76784
09/02/2023,22838,23005,21850,22000
01/06/2023,27014,27342,26640,26864
27/12/2024,95452,97268,93304,94448
13/08/2023,29403,29440,29312,29424
08/07/2021,34632,34632,32118,33008
10/01/2022,42463,42542,39678,41712
26/06/2015,242,242,241,241
24/05/2015,239,242,238,241
24/06/2015,244,245,239,241
10/05/2015,241,245,238,241
09/05/2015,245,248,239,241
05/12/2016,765,768,745,753
01/12/2016,743,755,742,753
24/01/2019,3539,3592,3530,3569
07/10/2017,4341,4382,4316,4337
13/02/2020,10393,10504,10090,10225
05/08/2019,10951,11948,10795,11761
14/02/2023,21672,22320,21581,22257
31/10/2023,34447,34610,34067,34545
13/01/2022,43839,44419,42349,42737
10/02/2021,47191,47505,43761,44529
08/05/2021,57655,59496,56827,59121
15/04/2021,62134,63640,61865,63473
25/06/2015,241,243,240,242
12/05/2015,243,243,240,242
03/05/2015,235,243,234,242
21/06/2015,245,246,241,242
11/02/2017,993,1015,989,1010
04/03/2017,1279,1291,1241,1266
28/08/2017,4359,4372,4193,4338
21/12/2019,7212,7212,7118,7154
23/11/2017,8199,8284,8099,8178
20/03/2018,8387,8957,8325,8946
25/01/2018,11125,11699,10858,11250
10/12/2017,14815,15947,13197,15602
28/02/2023,23322,23595,23178,23282
03/11/2023,34997,35104,34126,34546
20/01/2024,41515,41770,41436,41714
27/02/2021,46260,48341,45097,47090
11/05/2015,241,245,239,243
09/04/2015,243,247,237,243
20/02/2015,240,248,239,243
25/03/2015,247,252,235,243
14/06/2017,2715,2795,2519,2547
25/02/2019,3783,3859,3731,3827
22/10/2022,19192,19252,19119,19187
27/04/2023,27910,29882,27274,29683
04/07/2023,31262,31321,30638,30707
21/12/2021,47022,49320,46666,48627
21/03/2021,59256,59350,55552,57587
15/09/2024,59829,60387,59761,59891
08/04/2015,256,256,243,244
13/05/2015,242,244,241,244
09/10/2015,244,245,243,244
08/10/2015,245,245,243,244
08/09/2015,240,246,240,244
21/02/2015,243,247,242,244
23/06/2015,246,248,242,244
31/03/2015,249,249,242,244
29/03/2015,252,254,239,244
28/05/2016,472,504,471,500
05/02/2017,1030,1034,1004,1012
03/02/2017,1002,1023,993,1012
09/11/2017,7266,7491,7066,7156
29/05/2019,8693,8755,8433,8692
27/08/2020,11470,11590,11128,11252
22/11/2022,15768,16270,15480,16116
18/01/2023,21381,21602,20412,20724
24/04/2023,27478,27992,27000,27380
03/01/2024,44818,45490,40838,42740
01/12/2021,57471,59097,56691,56820
03/05/2021,56890,58973,56283,57588
20/06/2015,246,247,240,245
08/05/2015,237,247,236,245
24/01/2015,233,247,228,245
07/10/2015,247,248,245,245
17/06/2016,769,777,708,757
06/12/2016,753,760,750,757
02/03/2017,1223,1283,1216,1269
17/02/2019,3599,3662,3558,3573
01/03/2019,3803,3843,3787,3829
06/10/2017,4355,4411,4296,4341
14/06/2018,6281,6708,6234,6645
05/09/2018,7349,7385,6850,6901
28/05/2019,8811,8845,8550,8693
21/02/2020,9584,9767,9567,9717
14/10/2023,26771,27104,26744,26869
11/02/2021,44570,48683,44050,47093
29/11/2021,54980,58891,54945,58101
10/10/2015,244,246,244,246
22/06/2015,242,247,242,246
01/04/2015,244,248,239,246
19/06/2015,250,251,246,246
27/03/2017,983,1031,950,1014
22/03/2017,1110,1119,989,1014
03/12/2018,4159,4183,3747,3830
22/10/2018,6437,6438,6378,6390
15/10/2018,6245,6757,6151,6390
14/01/2020,8151,8852,8104,8694
17/02/2023,24560,25009,23360,24822
23/09/2023,26539,26635,26496,26614
25/01/2025,104813,105432,104123,104950
06/04/2022,46022,46105,43215,43766
24/03/2015,263,269,242,247
12/10/2015,248,248,246,247
06/10/2015,240,248,240,247
28/06/2015,248,252,247,247
15/02/2017,1006,1015,1004,1015
03/07/2017,2490,2584,2477,2551
08/04/2024,69080,72695,68931,71671
13/03/2024,71398,73679,70681,73463
29/09/2020,10862,10888,10641,10743
28/08/2020,11252,11548,11233,11511
07/08/2020,11879,11914,11350,11511
15/11/2020,16005,16170,15825,15863
21/10/2022,19063,19242,18681,19191
09/04/2023,27941,28264,27824,28151
29/03/2023,27432,28633,27132,28407
03/02/2021,35841,37249,35407,37111
26/01/2024,39769,42213,39769,41975
11/10/2015,246,248,245,248
27/06/2015,241,249,241,248
16/06/2015,237,253,236,248
27/03/2015,254,254,245,248
25/01/2015,245,255,243,248
29/06/2018,6084,6091,5793,5880
24/09/2019,9795,9816,8088,8440
11/07/2020,9233,9316,9187,9208
14/07/2019,11197,11456,10314,10488
05/11/2020,14049,15307,14001,15096
28/07/2022,22766,24089,22600,23800
14/01/2025,93557,97334,93395,96504
09/05/2024,62162,62642,60655,62456
28/04/2024,63314,64305,63121,63736
01/03/2015,254,256,245,249
30/03/2015,244,250,237,249
19/06/2016,774,783,740,761
12/06/2024,67377,69986,66909,67577
28/10/2018,6404,6414,6393,6393
30/10/2019,9240,9508,9000,9209
07/08/2019,11696,12139,11209,11769
02/01/2018,13445,15276,12975,14841
10/12/2024,96189,98278,94334,96505
06/12/2021,48938,49585,47262,48889
25/04/2021,50745,51043,49150,49401
24/08/2024,63685,64907,63553,64249
18/06/2015,252,252,243,250
02/01/2017,1001,1033,995,1018
05/03/2017,1266,1278,1246,1274
11/08/2018,6404,6486,6003,6394
20/08/2022,21334,21378,20805,20986
30/12/2024,93668,94867,91323,94202
02/06/2021,35980,38218,35886,37882
23/01/2024,40124,40138,38515,39162
26/09/2021,42686,43746,40810,43258
28/08/2024,62087,62088,57889,58874
13/10/2015,247,252,244,251
19/06/2017,2495,2590,2459,2555
15/03/2024,69302,72376,65685,68859
09/12/2018,3330,3634,3254,3579
01/04/2018,7057,7060,6450,6907
22/05/2018,8381,8439,8145,8187
31/05/2019,8619,8619,7999,8443
05/09/2022,19886,20045,19643,19707
14/01/2024,42861,43057,42336,42491
22/02/2024,50978,52019,50927,51963
06/09/2024,56021,56968,53255,53499
02/03/2024,63047,63048,61655,61947
17/06/2015,248,258,247,252
18/08/2015,258,259,252,252
28/03/2015,248,255,246,252
19/05/2024,66937,67674,65927,66044
31/05/2017,2245,2336,2135,2300
27/12/2018,3768,3840,3570,3580
19/10/2017,5397,5732,5395,5628
17/10/2017,5711,5787,5528,5628
18/10/2018,6432,6488,6355,6396
22/12/2019,7154,7456,7126,7420
21/01/2020,8656,8732,8486,8700
06/01/2023,16854,17018,16692,16892
26/09/2022,18918,19305,18650,19196
05/12/2023,41774,44080,41419,43772
18/04/2021,60758,61009,51924,55804
04/04/2015,254,256,251,253
19/03/2015,266,266,247,253
04/12/2016,765,769,762,765
03/12/2016,769,774,758,765
26/05/2024,69153,69459,68661,68861
05/11/2018,6413,6440,6373,6397
05/06/2020,9816,9856,9604,9725
06/07/2019,11126,11710,10822,11517
14/09/2022,20284,20521,19631,19965
19/05/2021,43298,43562,30038,39421
03/04/2015,254,257,252,254
28/02/2015,255,257,249,254
14/10/2015,251,255,250,254
02/04/2015,246,255,245,254
26/03/2015,243,255,243,254
14/02/2015,238,255,234,254
06/03/2017,1274,1286,1269,1278
04/05/2017,1501,1621,1495,1534
22/07/2017,2629,2873,2616,2814
05/03/2019,3704,3869,3684,3838
05/01/2019,3785,3873,3783,3838
19/08/2017,4119,4185,3976,4094
05/02/2018,8119,8412,6583,7166
22/05/2019,8021,8110,7762,7934
13/10/2019,8317,8467,8291,8446
22/09/2020,10495,10533,10364,10494
07/09/2019,10383,10565,10209,10494
21/09/2020,10869,10991,10305,10494
03/09/2022,19906,20045,19667,19710
23/11/2021,55912,57859,55461,57854
18/10/2021,60509,62652,59050,61438
03/07/2015,255,256,253,255
15/10/2015,254,257,253,255
29/06/2015,247,257,247,255
27/02/2015,237,259,236,255
02/07/2015,259,262,253,255
06/04/2015,257,262,254,255
03/03/2017,1269,1294,1252,1279
27/06/2018,6170,6255,5992,6143
20/10/2018,6384,6419,6368,6399
10/04/2020,7272,7322,6757,6911
21/11/2017,8227,8359,7803,8191
22/09/2019,10011,10083,9853,9983
12/12/2023,40804,42067,40662,41215
23/03/2022,42313,42881,41804,42239
10/04/2022,42539,43284,42426,43263
09/09/2021,46451,47397,45575,46591
29/12/2021,47784,48131,46612,47359
