Date, Open, High, Low, Close
03/09/2021,49331,51037,48356,50543
10/09/2016,620,625,620,624
04/10/2017,4269,4343,4182,4208
31/03/2024,69946,71220,69598,71024
30/10/2018,6246,6288,6236,6256
06/04/2020,6804,7321,6736,7280
20/02/2020,10159,10164,9319,9584
22/03/2023,28210,28889,26736,26736
03/06/2022,30275,30659,29255,29552
10/05/2022,30955,32622,29763,31344
26/05/2021,37348,40866,37348,38512
08/09/2016,615,630,613,625
15/05/2018,8753,8884,8419,8561
22/02/2018,10388,10923,9729,10097
07/12/2020,19180,19428,18909,19057
01/12/2024,97030,97567,95768,97137
23/08/2021,48685,50500,48301,49265
04/08/2024,60212,61053,57284,59249
14/05/2024,63127,63169,61118,61553
07/10/2024,62634,64441,62303,63345
03/02/2016,373,374,368,370
01/02/2016,377,379,364,370
26/06/2016,653,671,614,626
22/06/2016,654,678,610,626
29/05/2024,68368,68837,67110,67186
15/12/2018,3165,3237,3130,3186
12/06/2018,6766,6903,6454,6514
07/11/2017,7111,7227,6933,7026
31/05/2018,7311,7600,7309,7538
05/06/2019,7599,7888,7448,7794
03/06/2019,8683,8759,8335,8562
28/10/2020,13673,13859,12900,13170
18/06/2022,20500,20740,18019,18034
14/07/2022,19639,20867,19579,20594
27/11/2024,90981,97366,90784,96626
01/12/2023,37758,38984,37627,38770
13/04/2022,39301,41531,39276,41074
08/02/2016,373,379,371,371
22/02/2017,1118,1139,1107,1139
17/04/2019,5194,5269,5176,5235
02/11/2019,9182,9386,9182,9331
15/08/2019,10129,10242,9487,10099
12/07/2019,11596,11781,10979,11635
09/08/2020,11720,11805,11535,11635
05/12/2020,18979,19178,18511,19059
13/06/2022,27402,27502,22602,23155
06/01/2025,98253,102497,97923,102259
08/09/2021,46696,47360,44457,46451
09/03/2021,51781,54813,51444,54387
20/09/2024,63269,64103,62365,62835
20/10/2016,628,631,627,628
19/10/2016,635,637,626,628
04/04/2017,1150,1162,1126,1140
02/06/2017,2388,2447,2368,2420
30/11/2018,4192,4295,3870,3956
25/06/2018,6183,6340,6080,6260
05/04/2018,6867,6923,6580,6772
02/08/2018,7566,7706,7440,7540
15/04/2018,8024,8394,7974,8308
24/11/2024,97828,98657,95795,96884
02/02/2016,370,375,370,373
09/02/2016,371,377,370,373
07/02/2016,374,380,373,373
06/11/2015,407,409,353,373
24/10/2024,66356,68278,66262,68213
30/04/2019,5154,5284,5101,5237
19/05/2018,8234,8392,8153,8309
16/05/2020,9334,9580,9131,9333
18/09/2020,10923,11039,10821,10869
20/09/2020,11059,11092,10768,10869
05/07/2019,11859,11860,10781,11125
24/01/2018,11127,11478,10480,11125
20/12/2020,23940,24298,23111,24181
10/07/2023,30249,30841,29966,30837
19/01/2021,36131,37852,36021,36469
31/07/2021,39895,42376,39762,41333
04/04/2022,46426,47432,45153,45941
06/05/2021,57186,58400,55311,56181
10/09/2024,57121,58029,56418,57973
06/02/2016,387,387,370,374
21/10/2016,628,634,628,630
16/09/2017,3688,3916,3573,3702
23/11/2019,7335,7352,7107,7286
01/10/2019,8284,8526,8195,8310
11/11/2020,15298,15991,15296,15734
12/01/2023,17554,19065,17518,19062
01/03/2023,23281,23977,23035,23414
18/06/2024,66622,66703,64052,64374
11/02/2016,380,382,372,375
29/01/2016,383,385,364,375
20/10/2021,64248,66975,63553,66423
01/02/2019,3424,3455,3376,3447
19/01/2019,3606,3755,3605,3703
23/11/2018,4418,4472,4092,4215
31/08/2017,4550,4765,4540,4727
20/04/2020,7145,7220,6775,6775
03/04/2020,6807,7042,6615,6775
25/02/2018,9406,9856,9304,9591
01/10/2020,10715,10923,10448,10615
23/01/2018,10397,11371,9960,11127
20/10/2022,19227,19337,18920,19063
28/01/2021,31582,32981,29902,32631
20/05/2021,39428,42542,35012,40311
12/04/2021,59665,61199,59412,60023
30/01/2016,375,381,372,376
06/01/2017,965,1026,876,888
04/03/2019,3794,3804,3673,3704
23/12/2018,3887,4050,3841,3960
11/09/2018,6290,6400,6177,6264
09/02/2018,8292,8715,7755,8568
30/08/2020,11530,11683,11468,11640
18/12/2022,16706,16798,16669,16760
04/02/2023,23338,23581,23271,23416
19/07/2022,21610,23680,21453,23416
27/05/2023,26779,26849,26591,26744
06/08/2023,29038,29096,28962,29048
16/05/2022,30419,31390,29090,29560
24/07/2021,32286,34507,32225,33912
12/12/2024,101427,102554,99335,99960
14/12/2024,101709,102640,100624,100728
20/03/2021,58886,59877,57850,59256
29/08/2024,58877,61173,58695,59256
22/08/2024,61583,61796,59833,60280
31/01/2016,376,380,374,377
30/11/2015,365,383,365,377
31/07/2016,654,656,627,633
07/01/2017,888,907,819,889
18/05/2024,67049,67380,66656,66937
01/06/2024,67555,67805,67171,67705
18/03/2019,3972,4014,3938,3961
17/10/2019,7951,8122,7943,8057
24/02/2020,9880,10021,9492,9593
21/08/2019,10734,10837,9856,10105
07/08/2022,23190,23281,22862,23161
30/12/2020,26971,28993,26822,28793
25/05/2022,29348,30182,29249,29561
13/01/2021,34285,36458,32355,36217
02/10/2021,48030,48462,47485,48249
01/09/2024,58859,59120,57406,58489
05/12/2015,362,383,361,378
25/12/2016,902,902,859,890
21/07/2024,67261,67713,65851,67450
14/08/2017,3973,4328,3973,4218
17/09/2018,6500,6529,6225,6266
14/07/2018,6179,6291,6130,6266
17/06/2018,6497,6571,6451,6522
02/02/2018,9098,9232,7625,8570
24/07/2020,9606,9624,9479,9594
10/02/2020,10060,10194,9752,9850
10/01/2018,14787,14800,13449,14458
06/11/2020,15096,15969,15093,15482
14/11/2022,16461,17132,15800,16250
07/06/2023,27095,27377,26269,26490
13/01/2025,94639,95837,89325,93562
14/05/2022,30035,30076,28601,29306
20/12/2024,96273,98295,92175,96378
12/08/2021,46474,46680,43822,44410
29/02/2024,60318,63636,59817,62074
23/03/2024,63952,65991,62385,64890
18/10/2016,637,640,635,635
24/03/2019,3971,3984,3958,3963
06/01/2020,7430,7598,7316,7547
11/07/2023,30838,31033,30221,30587
08/04/2021,56098,58145,55727,57723
20/04/2024,64316,65418,63046,64891
10/02/2016,373,384,373,380
19/01/2016,385,386,377,380
09/11/2015,381,386,362,380
22/01/2016,406,413,375,380
13/10/2016,639,639,634,636
13/10/2017,5289,5850,5276,5500
03/11/2017,6973,7466,6941,7292
26/05/2019,8019,8603,7898,8572
15/05/2020,9660,9870,9250,9340
21/06/2020,9288,9417,9288,9340
24/08/2019,10418,10451,9898,10108
29/08/2022,19977,20400,19526,20092
11/09/2022,21590,21850,21368,21628
01/01/2025,93412,94650,92782,94588
16/04/2023,30357,30563,30163,30332
07/02/2021,40137,40497,37416,38524
14/01/2022,42742,43388,41800,43132
24/08/2021,49265,49868,47777,48252
08/11/2015,385,390,376,381
17/10/2016,643,643,637,637
12/10/2019,8348,8409,8239,8317
10/06/2020,9732,9998,9704,9853
30/07/2022,23899,24642,23665,23933
28/08/2023,26113,26223,25863,25981
12/12/2021,48590,50790,48440,50301
11/05/2021,55716,56919,53731,56701
13/11/2021,64147,64962,63410,64381
12/02/2016,375,383,374,382
14/10/2016,636,640,633,638
03/04/2017,1114,1153,1103,1150
04/03/2024,62794,67911,62530,67710
11/06/2017,2872,2964,2800,2942
08/08/2022,23161,24244,23073,23934
30/11/2023,37651,38146,37523,37758
07/01/2024,43856,44487,43780,44158
16/01/2016,391,391,354,383
28/01/2016,395,395,377,383
11/10/2016,616,640,616,639
15/10/2016,638,641,637,639
12/10/2016,639,643,634,639
25/01/2017,901,903,885,895
23/12/2016,859,912,859,895
25/02/2017,1166,1189,1131,1151
17/11/2018,5511,5544,5421,5503
07/04/2020,7280,7466,7205,7295
24/05/2019,7789,8174,7783,8063
10/05/2018,9277,9386,9069,9087
12/08/2022,24218,24336,23620,24191
25/12/2020,23522,24642,23383,24447
06/04/2023,28253,28304,27730,28031
30/01/2021,34603,35347,32873,34175
26/12/2021,50898,51107,49483,50303
17/01/2016,383,391,379,384
29/06/2016,646,652,624,640
02/11/2024,69261,69869,68835,69504
30/07/2020,11209,11347,10840,11136
28/11/2022,16552,16586,16006,16256
25/12/2022,16842,16851,16734,16768
23/09/2022,19310,19498,18542,18816
24/11/2020,18399,19439,18082,19072
01/01/2021,29189,29679,28731,29312
02/12/2023,38770,39610,38664,39552
06/02/2022,41679,42115,41152,41600
22/02/2021,57728,57935,47320,53888
21/02/2021,56785,58354,54069,57728
18/01/2016,384,388,375,385
07/11/2015,373,392,369,385
09/07/2016,654,666,628,641
17/01/2017,830,908,827,897
09/01/2017,913,918,877,897
22/10/2024,67732,67900,66591,67457
31/08/2018,6819,7086,6805,7041
25/04/2020,7529,7714,7445,7553
03/07/2020,9047,9148,9036,9089
19/09/2019,10175,10208,9607,10113
13/10/2020,11551,11723,11317,11393
20/11/2022,16618,16797,16445,16513
26/09/2023,26335,26418,26091,26241
27/09/2023,26241,26819,26098,26241
29/06/2023,30103,30824,29961,30593
15/02/2022,42202,44521,42137,44161
28/05/2017,2142,2310,2019,2178
23/10/2020,13092,13200,12735,12930
03/01/2018,14841,15398,14561,14978
25/07/2022,22714,22999,21565,21890
16/08/2022,23988,24241,23677,23938
23/05/2022,29897,30623,29058,29058
21/01/2021,34971,35672,30993,31874
23/06/2021,32430,34837,31729,32898
24/01/2022,35302,37500,32984,37250
16/02/2024,51721,52580,51370,51842
05/02/2016,390,392,385,387
16/10/2016,639,644,635,643
20/01/2017,904,908,883,899
09/04/2024,71674,71975,68274,68995
23/03/2019,3991,3998,3960,3971
02/10/2018,6555,6600,6451,6531
27/05/2018,7530,7615,7230,7299
17/03/2018,8548,8569,7748,7811
27/04/2018,8867,9372,8867,9091
29/01/2018,11720,11781,11038,11139
19/06/2022,18034,20276,17602,20099
23/02/2023,23791,24597,23624,23939
24/05/2023,27195,27254,26090,26243
20/01/2025,106183,109225,99521,103555
15/04/2022,39786,40822,39677,40323
24/07/2024,65496,67091,65487,65668
17/03/2019,3978,3991,3938,3972
02/09/2018,7255,7327,7135,7300
10/10/2019,8608,8656,8460,8580
18/08/2019,10173,10505,10052,10372
14/02/2020,10225,10387,10105,10372
11/08/2020,11874,11940,11300,11396
17/01/2023,21284,21536,20873,21380
19/12/2020,22794,24172,22791,23940
03/10/2023,27970,27971,27258,27268
07/04/2022,43766,44007,42763,43396
27/06/2016,626,652,618,645
24/01/2017,918,923,891,901
01/07/2017,2513,2519,2408,2437
22/06/2017,2664,2725,2597,2693
13/08/2017,3894,4193,3742,3973
21/03/2019,4014,4055,3920,3973
24/08/2017,4120,4242,4075,4229
02/12/2019,7358,7447,7166,7301
25/11/2022,16554,16615,16346,16517
28/10/2022,20631,20746,20025,20613
28/07/2023,29156,29526,29123,29317
15/07/2023,30119,30392,30000,30341
21/12/2024,96376,99493,95397,97413
17/12/2021,47928,48154,45500,46213
18/09/2021,47494,48800,46814,48261
27/08/2024,63329,63575,61483,62085
04/02/2016,370,390,366,390
13/02/2016,382,392,382,390
28/06/2016,645,662,635,646
24/12/2016,895,918,884,902
02/06/2024,67705,68401,67309,67718
10/06/2024,69714,70154,69202,69510
23/07/2020,9378,9676,9369,9606
06/12/2017,11783,13208,11679,13190
01/01/2018,14133,14136,12845,13446
14/11/2020,16219,16375,15731,16006
18/05/2023,27376,27467,26392,26758
23/07/2023,29839,30332,29650,30086
17/09/2021,47448,48166,46764,47494
07/09/2024,53497,54829,52605,54406
23/01/2016,380,394,377,391
07/12/2015,397,401,384,391
15/01/2016,431,432,386,391
10/04/2024,68995,70023,67510,70023
16/11/2018,5481,5609,5420,5511
07/10/2018,6542,6558,6496,6535
15/09/2018,6539,6566,6468,6535
09/12/2019,7534,7650,7288,7303
21/01/2018,12779,12964,11114,11143
06/09/2022,19707,20171,18803,18823
11/10/2023,27400,27472,26541,26759
31/05/2023,27855,27869,26860,27015
05/02/2024,42852,43506,42253,42375
25/01/2016,402,404,387,392
11/07/2016,650,660,644,648
19/01/2017,874,907,874,904
15/10/2017,5696,5831,5431,5512
10/01/2020,7823,8127,7680,8072
30/07/2019,9472,9758,9384,9608
26/07/2019,9867,9945,9668,9864
19/11/2020,17665,18178,17373,18056
25/11/2024,96884,98966,94491,94856
29/11/2024,94825,98729,94825,97416
13/12/2023,41214,42889,40658,42888
12/01/2024,46220,46498,43196,43656
26/01/2016,392,397,389,393
12/06/2016,585,651,584,649
24/10/2016,652,653,646,649
13/06/2018,6514,6617,6133,6281
08/02/2020,9731,9883,9661,9865
02/05/2022,37801,39137,37705,38537
12/02/2022,42347,43034,41790,42633
14/10/2024,62720,66264,62441,65930
10/07/2016,641,655,639,650
26/12/2016,890,914,887,906
19/05/2017,1862,1957,1862,1930
16/03/2019,3906,4035,3886,3978
12/03/2020,7835,7983,5666,6026
13/04/2020,7136,7173,6587,6794
01/02/2018,10060,10170,8455,9098
05/11/2019,9473,9485,9188,9354
08/10/2020,10652,10956,10540,10890
27/09/2022,19200,20373,18834,19082
21/06/2022,20070,21686,19987,20874
20/10/2023,28765,30188,28601,29578
05/05/2023,28898,29690,28777,29578
31/05/2022,30627,32350,30544,31626
26/04/2022,40241,40773,37888,38282
11/08/2021,45510,46769,45263,46474
05/07/2024,58254,58723,53701,56458
15/04/2024,64200,66870,62375,63370
27/01/2016,393,397,388,395
10/01/2017,897,916,897,907
27/02/2019,3795,3822,3659,3723
21/04/2019,5323,5343,5218,5259
21/10/2017,6050,6181,5873,6027
14/09/2018,6447,6580,6384,6539
10/10/2018,6587,6596,6445,6539
25/07/2019,9647,10182,9563,9867
02/09/2020,11972,12054,11184,11403
02/12/2022,16912,17101,16805,17035
14/04/2023,30363,31020,30019,30347
10/11/2023,36556,37458,36360,37259
12/04/2022,39994,40659,39254,39307
24/01/2024,39159,40502,39043,39563
05/05/2024,63939,64591,62954,63883
23/10/2016,656,658,648,652
01/01/2019,3679,3745,3638,3724
27/11/2018,3635,3796,3563,3724
24/11/2019,7286,7341,6926,7052
17/07/2018,6677,7467,6644,7308
20/05/2019,7963,8298,7585,7820
04/05/2020,8879,8964,8540,8844
19/08/2020,11989,12094,11620,11660
21/12/2022,16861,16924,16738,16780
05/03/2023,22249,22643,22171,22412
25/02/2023,23222,23231,22791,22924
14/08/2023,29424,29662,29100,29324
19/08/2024,59699,59845,57867,59020
08/12/2015,391,399,389,397
06/12/2015,378,403,377,397
15/02/2016,400,411,397,397
25/06/2016,662,694,642,653
23/02/2017,1139,1169,1123,1165
03/12/2019,7301,7405,7245,7309
27/11/2019,7113,7669,6857,7565
13/08/2019,11430,11454,10751,10893
11/01/2018,14458,14970,12807,13453
22/12/2022,16780,16863,16566,16781
24/10/2022,19503,19680,19170,19341
22/07/2021,31640,32596,31543,32397
10/07/2021,33453,34243,33255,33421
01/06/2021,36888,37919,35751,35981
08/03/2022,37545,39371,37515,38541
07/02/2022,41601,44508,41550,44173
11/01/2024,46159,49042,45227,46221
04/07/2024,59613,60406,56757,58253
08/07/2016,620,655,610,654
25/10/2016,649,656,648,654
23/07/2016,656,658,645,654
30/07/2016,656,659,653,654
21/06/2016,734,745,630,654
24/02/2017,1165,1218,1109,1166
08/03/2017,1242,1246,1155,1166
30/10/2024,72531,72952,71425,71822
05/10/2018,6568,6585,6516,6542
07/07/2018,6570,6619,6520,6542
06/10/2018,6542,6639,6535,6542
01/08/2018,7751,7769,7461,7566
16/09/2019,10308,10374,10080,10126
22/07/2019,10407,10680,10075,10126
05/02/2021,37640,38340,36631,37774
28/11/2023,36816,38403,36805,38286
21/01/2025,103554,107225,100105,106126
07/03/2021,48549,51337,48333,50062
09/10/2021,54694,55464,53714,54670
18/03/2024,68517,68890,66598,66959
12/05/2017,1839,1840,1651,1679
20/10/2024,68179,68746,68100,68495
30/05/2018,7467,7558,7274,7311
03/09/2018,7300,7324,7193,7311
03/01/2020,6930,7396,6860,7311
09/01/2020,8043,8106,7781,7823
26/07/2020,9686,10170,9666,9871
14/09/2019,10213,10417,10168,10383
06/09/2019,10536,10936,10296,10383
28/02/2018,10666,11040,10390,10639
08/09/2022,19005,19450,18997,19343
14/01/2023,19474,21237,19390,20879
10/06/2023,26402,26522,25460,25743
28/05/2023,26744,27725,26740,27535
22/07/2023,29879,29988,29811,29839
30/10/2023,34580,34842,34110,34447
15/01/2024,42491,43313,41696,42895
21/08/2024,59501,61642,58835,61583
14/02/2016,390,404,389,400
05/03/2016,413,414,390,400
22/10/2016,630,657,629,656
26/07/2016,656,657,645,656
29/07/2016,657,658,655,656
25/07/2016,663,664,653,656
22/07/2016,666,668,651,656
14/10/2019,8446,8447,8160,8336
21/07/2020,9160,9436,9153,9360
19/01/2018,11820,12021,11065,11408
05/08/2020,11234,11726,11104,11664
22/12/2020,22837,23617,22390,23440
17/09/2023,26542,26616,26444,26512
14/09/2021,44764,46963,44704,46480
06/04/2021,59037,59450,57376,58256
16/04/2021,63473,63827,60072,61840
03/05/2024,59338,62153,58719,62096
28/07/2016,657,659,653,657
27/07/2016,656,659,647,657
26/01/2017,895,918,893,913
08/01/2017,889,940,884,913
02/08/2017,2779,2781,2670,2705
31/03/2018,6821,7201,6760,7057
12/02/2018,8232,8900,8031,8849
14/08/2019,10893,10936,10031,10129
06/03/2018,11581,11593,10568,10641
24/06/2019,10960,11254,10553,10897
22/11/2020,18664,18767,17634,18577
22/06/2022,20874,21004,19837,20113
21/04/2023,28099,28358,27208,27281
31/01/2021,34175,34796,32214,32913
28/01/2022,35567,37857,35552,37777
14/03/2022,38879,39281,37589,38801
13/08/2021,44409,46676,43904,46481
05/10/2024,62399,62470,61703,61841
16/05/2024,66088,66666,64620,65169
24/01/2016,391,406,385,402
03/11/2015,353,421,353,402
29/01/2017,922,924,912,914
19/12/2018,3504,3924,3504,3730
05/06/2024,70481,71765,70183,71314
10/09/2018,6382,6390,6212,6290
23/04/2018,8879,8993,8763,8850
30/04/2020,8735,9470,8412,8850
11/01/2023,17475,17574,17320,17554
05/10/2022,20227,20460,19760,20114
31/10/2022,20655,20824,20250,20370
03/09/2023,25832,26040,25819,26002
13/10/2023,26706,26933,26678,26770
12/11/2021,64829,65467,62322,64146
01/11/2024,69949,71588,68783,69267
28/06/2020,8935,9188,8900,9107
21/02/2023,24807,25243,24295,24467
08/06/2021,35650,35739,31029,32915
19/02/2022,40025,40455,39670,40083
01/10/2021,43578,48120,43126,48019
01/05/2024,59164,60952,56553,56979
18/11/2021,60442,60960,56669,58003
10/04/2021,58369,61188,57869,59539
01/08/2024,65239,65358,62255,63379
18/03/2016,419,419,403,404
13/07/2016,669,674,658,660
11/03/2017,1286,1286,989,1172
13/04/2017,1217,1219,1149,1172
21/10/2024,68495,69471,66824,67732
05/04/2020,6760,7003,6683,6804
20/11/2019,8099,8218,8032,8084
21/02/2018,11741,11775,10251,10388
04/01/2024,42739,44640,42624,44180
03/09/2024,58437,59801,57573,58004
19/03/2016,404,409,404,405
16/12/2018,3186,3257,3181,3221
08/04/2020,7295,7423,7080,7317
05/10/2019,8204,8232,8026,8085
01/02/2020,9304,9450,9290,9365
27/11/2017,9423,9738,9309,9621
15/04/2023,30345,30610,30243,30357
06/05/2022,36311,36640,35280,35989
17/11/2023,35948,36684,35849,36501
17/01/2022,43060,43282,41865,42133
16/02/2016,397,408,395,406
21/01/2016,409,425,406,406
14/07/2016,660,664,652,662
24/06/2016,606,680,606,662
23/01/2017,922,928,914,918
15/04/2019,5089,5187,4997,5014
13/11/2018,6332,6332,6252,6294
26/12/2017,13756,16141,13687,15766
11/12/2017,15602,17477,14670,17302
25/01/2023,23022,23074,22350,22934
24/08/2023,26632,26708,25878,26006
01/07/2023,30399,30640,30324,30614
29/01/2024,41943,43292,41659,43158
13/05/2024,61386,63419,60758,63126
05/11/2015,469,469,369,407
24/07/2016,654,664,651,663
27/01/2017,913,922,909,919
26/02/2017,1151,1185,1135,1175
15/10/2024,65928,67890,64839,66967
14/07/2017,2338,2355,2180,2199
23/06/2017,2693,2737,2662,2711
05/12/2018,3871,3913,3669,3735
22/03/2019,3973,3998,3961,3991
05/04/2019,4827,5060,4784,5015
28/10/2017,5741,5876,5654,5783
23/03/2020,5921,6616,5699,6295
02/04/2020,6212,7243,6208,6807
28/11/2017,9621,9967,9618,9879
07/05/2020,9261,9968,9039,9879
27/10/2022,20760,20900,20450,20631
06/08/2022,22944,23345,22853,23191
29/01/2023,22972,23950,22955,23703
30/09/2023,26921,27089,26867,27031
11/11/2023,37259,37520,36937,37015
02/11/2021,61499,64293,60473,63639
06/03/2016,400,410,393,408
16/07/2016,665,669,659,664
30/01/2017,914,922,911,920
22/07/2024,67450,68473,66612,68248
15/06/2018,6645,6690,6475,6552
08/06/2019,7975,8068,7793,7832
02/05/2018,8971,9186,8965,9112
23/07/2019,10126,10379,9871,10136
21/11/2022,16513,16513,15591,15768
09/03/2023,22093,22108,20078,20120
23/06/2022,20113,20920,19764,20888
11/08/2022,23639,24901,23637,24216
28/06/2023,30678,30733,29874,30104
01/06/2022,31624,31948,29881,30104
21/07/2021,29789,32795,29503,31640
27/10/2023,34064,34283,33415,33688
20/06/2021,35925,36187,33370,35480
23/01/2025,104275,106852,101241,103320
17/01/2024,43171,43558,42186,42648
06/08/2021,40712,43349,39900,42904
28/02/2024,56990,64038,56646,60312
27/09/2024,64747,66492,64658,65689
20/01/2016,380,416,375,409
15/07/2016,662,667,659,665
20/07/2016,670,675,662,665
14/04/2017,1172,1196,1166,1177
23/02/2020,9698,10015,9665,9881
12/02/2020,10272,10479,10220,10393
28/06/2021,32831,35281,32475,34457
12/03/2016,419,421,407,410
21/07/2016,665,668,660,666
03/07/2016,695,705,646,666
28/01/2017,919,923,917,922
21/01/2017,899,929,894,922
22/01/2017,922,938,893,922
16/04/2017,1183,1195,1167,1178
10/03/2024,68512,70000,68377,69530
11/04/2020,6910,6949,6795,6810
15/06/2019,8421,8905,8415,8858
20/10/2020,11695,12050,11674,11930
24/12/2017,15409,15584,12612,13466
10/11/2024,76330,81074,76271,79002
26/05/2023,26474,26939,26341,26778
25/01/2021,31698,34870,31605,33434
04/05/2022,37720,40003,37528,39834
21/01/2024,41715,41848,41525,41626
13/02/2021,47685,48202,46300,47002
12/08/2024,59650,60638,57702,59034
13/03/2021,56748,61752,56100,61594
21/03/2016,412,412,407,411
13/06/2017,2540,2782,2540,2715
19/03/2019,3961,4008,3952,3995
01/10/2018,6588,6638,6482,6555
11/03/2020,7983,8038,7596,7835
21/08/2020,11860,11892,11610,11675
09/12/2020,18734,18831,17647,18331
12/09/2022,21627,22473,21465,22427
13/04/2023,29812,30607,29797,30363
20/01/2021,36469,36794,33421,34971
16/12/2024,103115,107812,102623,105883
16/02/2021,48592,50564,47074,48795
20/03/2016,405,412,405,412
07/03/2016,408,413,402,412
09/03/2016,412,414,409,412
08/03/2016,412,415,409,412
30/03/2016,414,416,409,412
13/03/2016,410,416,409,412
30/06/2016,640,675,636,668
11/10/2019,8580,8811,8290,8348
07/10/2020,10574,10681,10529,10652
12/11/2022,16575,17081,16574,16796
02/12/2020,19034,19335,18347,19100
05/07/2022,19803,20471,19296,20380
11/06/2022,28963,29404,28104,28572
04/12/2024,95672,99219,94679,98972
04/02/2022,36354,40901,36354,40604
03/11/2021,63639,63639,60526,62876
20/03/2024,64419,65984,60828,65693
04/03/2016,418,422,412,413
12/07/2016,648,674,646,669
08/04/2017,1198,1203,1171,1181
18/09/2018,6266,6383,6208,6301
16/05/2019,8200,8376,7757,7837
25/01/2020,8474,8500,8257,8349
06/03/2020,9121,9177,9001,9117
22/01/2018,11143,11863,10231,10397
03/08/2020,11203,11480,10953,11421
21/07/2022,23661,23779,22356,23197
13/05/2021,54529,54806,46066,48541
23/02/2024,51963,52001,50640,51101
27/02/2024,54480,57582,54360,56989
11/10/2021,55483,57819,54400,57501
05/04/2021,57956,59248,56845,59037
14/03/2016,412,415,412,414
29/03/2016,422,424,407,414
09/12/2015,397,425,395,414
19/07/2016,670,676,667,670
05/07/2016,675,683,662,670
18/07/2016,680,685,668,670
30/07/2017,2738,2753,2578,2718
21/05/2024,70058,71935,68958,69278
28/12/2019,7212,7345,7206,7326
21/11/2019,8084,8111,7409,7582
24/09/2020,10289,10713,10142,10654
28/04/2023,29687,29777,28932,29342
29/07/2023,29315,29399,29262,29342
14/01/2021,36219,40095,36138,39326
19/01/2022,41767,42662,41167,41630
25/12/2023,43530,43788,42716,43422
16/03/2016,416,416,414,415
10/12/2015,414,420,411,415
15/04/2017,1177,1191,1171,1183
16/10/2024,66970,68390,66155,67743
02/04/2019,4132,5073,4127,4767
18/11/2018,5503,5654,5477,5535
16/07/2020,9173,9228,9033,9119
21/10/2020,11930,12914,11872,12703
15/01/2018,13502,14301,13403,13727
10/11/2022,16213,18126,15554,18079
15/10/2022,19161,19220,19050,19103
01/07/2022,18884,20837,18631,19359
14/06/2022,23154,23738,20835,22175
22/10/2023,30173,30214,29712,29855
27/06/2024,60947,62320,60575,61343
10/03/2016,412,416,411,416
01/04/2016,417,417,414,416
26/03/2016,416,417,415,416
25/03/2016,416,417,413,416
15/03/2016,414,417,413,416
24/03/2016,418,419,414,416
09/03/2024,69294,69379,68060,68512
31/10/2018,6256,6352,6203,6304
14/12/2019,7256,7264,7011,7072
09/10/2019,8170,8688,8114,8608
01/09/2022,20231,20288,19575,19872
05/08/2022,22462,23463,22455,22944
11/03/2021,56270,57672,54290,57504
31/03/2016,412,417,412,417
22/03/2016,411,417,410,417
26/10/2016,654,677,648,673
06/04/2017,1131,1190,1123,1185
02/05/2017,1449,1484,1420,1441
13/04/2018,7683,8221,7679,8097
05/03/2020,8708,9166,8699,9121
07/09/2020,10266,10349,9882,10145
16/08/2023,29153,29221,28928,29089
23/10/2023,29855,31438,29735,31393
12/06/2021,37270,37492,34680,35745
03/12/2023,39554,39830,39307,39585
23/03/2016,417,418,416,418
09/04/2016,419,420,413,418
03/03/2016,429,429,416,418
16/03/2017,1249,1260,1180,1186
04/09/2017,4581,4635,4126,4258
20/10/2017,5628,6054,5624,6050
17/04/2020,7080,7210,6995,7074
25/09/2019,8440,8795,8236,8354
23/01/2020,8645,8663,8280,8354
11/05/2018,9087,9127,8508,8610
22/07/2020,9360,9397,9289,9378
29/01/2020,9048,9425,9037,9378
17/02/2020,9778,9997,9474,9634
04/01/2023,16657,16983,16645,16802
10/07/2022,21613,21737,20663,20898
11/06/2021,36701,37654,35842,37282
16/01/2024,42895,43383,42076,43170
17/03/2016,415,419,415,419
04/04/2016,419,420,417,419
03/04/2016,420,420,418,419
19/02/2016,420,422,415,419
11/03/2016,416,423,416,419
08/04/2016,422,424,416,419
28/12/2015,422,429,417,419
06/07/2016,670,680,665,675
04/07/2016,666,682,645,675
19/07/2024,63518,67443,63313,67235
30/08/2018,7002,7062,6793,6819
24/05/2018,7595,7729,7270,7587
19/11/2019,8198,8222,7999,8099
26/04/2018,8968,9175,8659,8867
01/09/2019,9581,9686,9447,9635
03/05/2018,9112,9723,9103,9635
30/01/2023,23703,23874,22589,22691
15/10/2023,26869,27078,26813,27043
27/05/2022,29356,29634,28257,28835
24/05/2022,29058,29597,28641,29347
30/05/2022,29095,30899,29072,30627
01/01/2024,42537,43830,42084,43683
02/04/2016,416,420,415,420
17/02/2016,406,421,406,420
18/02/2016,420,425,414,420
23/02/2016,439,442,416,420
26/12/2015,455,458,407,420
23/04/2024,66599,67228,65865,66468
04/01/2020,7310,7391,7253,7332
15/02/2020,10372,10399,9771,9892
23/08/2020,11592,11693,11528,11684
23/12/2022,16780,16917,16764,16804
08/06/2022,31024,31536,29848,30116
10/04/2016,418,422,417,421
01/07/2016,668,686,665,677
25/06/2017,2518,2625,2469,2469
17/03/2024,66914,68590,64554,68517
12/09/2018,6264,6341,6200,6309
30/03/2018,7337,7358,6599,6821
17/01/2020,8737,9006,8663,8869
22/12/2023,43776,44396,43435,43685
09/08/2021,43724,46484,42839,45989
